,tweets
828,"['farid_azizi', 'in', datetime.datetime(2019, 11, 4, 11, 44, 3), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Depok']"
829,"['cecendet19', 'in', datetime.datetime(2019, 11, 4, 11, 39, 34), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', ' jakarta']"
830,"['waruboy', 'in', datetime.datetime(2019, 11, 4, 11, 30, 43), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'cimahi,']"
831,"['rainnbouw', 'in', datetime.datetime(2019, 11, 4, 11, 30, 39), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
832,"['KatriAdiningtys', 'in', datetime.datetime(2019, 11, 4, 11, 26), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Surabaya - Jakarta']"
833,"['derapril', 'in', datetime.datetime(2019, 11, 4, 11, 24, 8), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
834,"['derapril', 'in', datetime.datetime(2019, 11, 4, 11, 24, 5), 0, '@mrtjakarta Semoga nanti bisa sampai ke tangerang😭😭😭😭😭😇😇😇😇😇😇😇😇😇❤❤❤❤', '']"
835,"['Nurachmanhafizh', 'in', datetime.datetime(2019, 11, 4, 11, 4, 44), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
836,"['luwandiko', 'in', datetime.datetime(2019, 11, 4, 10, 54, 58), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, IDN']"
837,"['dondondonaa', 'in', datetime.datetime(2019, 11, 4, 10, 50, 23), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
838,"['mochammadneil', 'in', datetime.datetime(2019, 11, 4, 10, 47, 2), 0, 'Tolong dong pihak @PT_TransJakarta di perjelas bagaimana peraturannya? Contoh dong @mrtjakarta yang keren namun gak sombong buat kita ambil gambar disemua stasiunnya.', 'Jakarta Selatan, DKI Jakarta']"
839,"['suavecyanide', 'in', datetime.datetime(2019, 11, 4, 10, 46, 48), 0, '@mrtjakarta ga sampe ancol min? ga sampe kep. seribu min? ga sampe ibukota baru min?', 'Jakarta 12410']"
840,"['hilmiism', 'in', datetime.datetime(2019, 11, 4, 10, 44, 43), 0, 'Ngeliat orang-orang pada pake @JeniusConnect buat MRT di luar negeri, kalo buat @mrtjakarta bisa gak ya?', 'Indonesia']"
841,"['kimbimski', 'in', datetime.datetime(2019, 11, 4, 10, 44, 17), 0, '@TfJakarta @ramdisa @mrtjakarta @WisataKotatua @PT_TransJakarta @adriansyahyasin Ohh begitu.. bertingkat karena jadi interchange dengan jalur lain kah?', '']"
842,"['Mr_Gufron', 'in', datetime.datetime(2019, 11, 4, 10, 36, 13), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'eks ibukota kerajaan mataram']"
843,"['flandriasxlwa', 'in', datetime.datetime(2019, 11, 4, 10, 33, 10), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
844,"['ayatamara', 'in', datetime.datetime(2019, 11, 4, 10, 28), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
845,"['ferdisaputra', 'in', datetime.datetime(2019, 11, 4, 10, 23, 38), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta Capital Region']"
846,"['arldm', 'in', datetime.datetime(2019, 11, 4, 10, 16, 50), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
847,"['apathyzens', 'in', datetime.datetime(2019, 11, 4, 9, 54, 37), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Azkaban,Hogwarts']"
848,"['bintangnoru', 'in', datetime.datetime(2019, 11, 4, 9, 53, 52), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta Selatan, DKI Jakarta']"
849,"['tasyaa_rz', 'in', datetime.datetime(2019, 11, 4, 9, 52, 55), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Depok, Jawa Barat']"
850,"['christmeister', 'in', datetime.datetime(2019, 11, 4, 9, 46, 8), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta Capital Region, Indonesia']"
851,"['stefstefdr', 'in', datetime.datetime(2019, 11, 4, 9, 24, 18), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
852,"['cynthiathia', 'in', datetime.datetime(2019, 11, 4, 9, 24, 10), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, Indonesia']"
853,"['sudirman_chan', 'in', datetime.datetime(2019, 11, 4, 9, 22, 51), 0, '@mrtjakarta Usul, perlu dijajaki kerjasama yg saling menguntungkan dgn hotel, spt di Jepang peta rute &amp; jalur tersedia secara gratis di front officenya', '']"
854,"['krisnasj_', 'in', datetime.datetime(2019, 11, 4, 9, 21, 38), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
855,"['_mutedcolors', 'in', datetime.datetime(2019, 11, 4, 9, 21, 8), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
856,"['aureliammn', 'in', datetime.datetime(2019, 11, 4, 9, 6, 45), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Bekɑsi,Indonesiɑ']"
857,"['liaharahap_lh', 'in', datetime.datetime(2019, 11, 4, 9, 1, 2), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, Indonesia']"
858,"['lrhmwati', 'in', datetime.datetime(2019, 11, 4, 8, 54, 27), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'DKI Jakarta, Indonesia']"
859,"['Andy_Budiman_', 'in', datetime.datetime(2019, 11, 4, 8, 53, 45), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
860,"['pistachiokiss', 'in', datetime.datetime(2019, 11, 4, 8, 50, 41), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'sj—infnt—svt—nuest—X1']"
861,"['KHWijaya2', 'in', datetime.datetime(2019, 11, 4, 8, 48, 43), 0, '@putraapurnomo @mrtjakarta Bantu jawab, di stasiun Lebak Bulus sudah terintegrasi dengan halte Transjakarta Lebak Bulus, halte busnya tepat dibawah stasiun.\n\nUdah gitu ada tangga penghubungnya.', 'Jakarta, Indonesia']"
862,"['Pikaaaro', 'in', datetime.datetime(2019, 11, 4, 8, 37, 46), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
863,"['CPJH', 'in', datetime.datetime(2019, 11, 4, 8, 36, 43), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
864,"['bangkelinggg', 'in', datetime.datetime(2019, 11, 4, 8, 31, 43), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'JKT']"
865,"['WilliamSuryaT', 'in', datetime.datetime(2019, 11, 4, 8, 30, 17), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
866,"['asbeauasfleur', 'in', datetime.datetime(2019, 11, 4, 8, 29, 37), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
867,"['wibybiw', 'in', datetime.datetime(2019, 11, 4, 8, 20, 55), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '+19']"
868,"['elitefife', 'in', datetime.datetime(2019, 11, 4, 8, 19, 41), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Sudirman on the weekday']"
869,"['Kikyikhsan_', 'in', datetime.datetime(2019, 11, 4, 8, 19, 1), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'JETAK Lor Indonesia']"
870,"['moulanapanji', 'in', datetime.datetime(2019, 11, 4, 8, 18, 26), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta Timur, DKI Jakarta']"
871,"['kahfifazrin', 'in', datetime.datetime(2019, 11, 4, 8, 12, 57), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
872,"['aromsss', 'in', datetime.datetime(2019, 11, 4, 8, 3, 10), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta Capital Region, Indone']"
873,"['saucenyamitski', 'in', datetime.datetime(2019, 11, 4, 8, 1, 37), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
874,"['ImmanuelLTobi10', 'in', datetime.datetime(2019, 11, 4, 8, 0, 19), 0, '@mrtjakarta Mantap banget Jakarta MRT bisa ke kota', 'Tangerang, Banten']"
875,"['marchpotato', 'in', datetime.datetime(2019, 11, 4, 8, 0, 7), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Bekasi Utara, Indonesia']"
876,"['ImmanuelLTobi10', 'in', datetime.datetime(2019, 11, 4, 8, 0, 1), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Tangerang, Banten']"
877,"['fitriandrn11', 'in', datetime.datetime(2019, 11, 4, 7, 56, 57), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
878,"['FikriTrias', 'in', datetime.datetime(2019, 11, 4, 7, 56, 45), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
879,"['adnrmb_', 'in', datetime.datetime(2019, 11, 4, 7, 56, 23), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
880,"['rullyburhanz', 'in', datetime.datetime(2019, 11, 4, 7, 55, 24), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Bebas asal sopan']"
881,"['symbayote27', 'in', datetime.datetime(2019, 11, 4, 7, 55, 13), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
882,"['timotius_aprino', 'in', datetime.datetime(2019, 11, 4, 7, 54), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Rumah = Bengkel Motor Pribadi']"
883,"['masterando', 'in', datetime.datetime(2019, 11, 4, 7, 47, 47), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Bogor - Tangsel - Jaksel']"
884,"['ken_aryadharma', 'in', datetime.datetime(2019, 11, 4, 7, 44, 16), 0, 'Dear @DKIJakarta, trotoar Jl. Panglima Polim di ruas yg ini, ngilang kmn ya? Padahal semua trotoar di sepanjang jalur @mrtjakarta sudah direvitalisasi, tapi kenapa bagian yg ini masih terbengkalai? 🙄\n\n@BinaMargaDKI @binamargajaksel \n@elisa_jkt @ASastroamidjojo https://t.co/NUrNyEEBlW', '']"
885,"['RinieAntika', 'in', datetime.datetime(2019, 11, 4, 7, 40, 28), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'in your mind']"
886,"['Kiyss', 'in', datetime.datetime(2019, 11, 4, 7, 38, 41), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta-Jogjakarta']"
887,"['maulanadri25', 'in', datetime.datetime(2019, 11, 4, 7, 38, 28), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'DKI Jakarta, Indonesia']"
888,"['Kikykrist77', 'in', datetime.datetime(2019, 11, 4, 7, 37, 51), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
889,"['xathrya', 'in', datetime.datetime(2019, 11, 4, 7, 36, 38), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, Indonesia']"
890,"['tomy92_', 'in', datetime.datetime(2019, 11, 4, 7, 28, 3), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Location Not Found !!!']"
891,"['suluhpandu', 'in', datetime.datetime(2019, 11, 4, 7, 25, 14), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
892,"['lustrousgalaxy', 'in', datetime.datetime(2019, 11, 4, 7, 24, 52), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Whaley Bridge, England']"
893,"['terippang', 'in', datetime.datetime(2019, 11, 4, 7, 24, 46), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'stan sebastian stan']"
894,"['ZandiJH', 'in', datetime.datetime(2019, 11, 4, 7, 22, 48), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'ÜT: -6.2341375,106.800776']"
895,"['krishnaindra', 'in', datetime.datetime(2019, 11, 4, 7, 22, 23), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'jakarta,indonesia']"
896,"['Amieerh', 'in', datetime.datetime(2019, 11, 4, 7, 22, 20), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Southern of Jakarta, Indonesia']"
897,"['fadhilpme', 'in', datetime.datetime(2019, 11, 4, 7, 21, 15), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
898,"['faizsiugal2', 'in', datetime.datetime(2019, 11, 4, 7, 20, 31), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'depok.jawabarat']"
899,"['_HaddadP', 'in', datetime.datetime(2019, 11, 4, 7, 19, 8), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
900,"['danangprasetyo', 'in', datetime.datetime(2019, 11, 4, 7, 12, 35), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
901,"['MaransContainer', 'in', datetime.datetime(2019, 11, 4, 7, 12, 19), 0, 'Adv. Jual #ReeferContainer #OfficeContainer #ModifikasiContainer #MaransContainer Depo dan workshop kami ada 2,6 Ha di Cakung Cilincing hub. Yanri 085921280813 https://t.co/kdcj5m6b5J @info_Jakarta @lrtjkt @KRL_Jabotabek @mrtjakarta @PT_TransJakarta @KAI121 @detikcom', '']"
902,"['FSulgani', 'in', datetime.datetime(2019, 11, 4, 7, 9, 59), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, Indonesia']"
903,"['arifmuharram', 'in', datetime.datetime(2019, 11, 4, 7, 8, 19), 0, '@mrtjakarta Sawah besar, Mangga Besar kayaknya ga bisa interchange dengan CL ya? Baru gabung di Kota?', 'Indonesia']"
904,"['princeofababwas', 'in', datetime.datetime(2019, 11, 4, 7, 5, 3), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Tanah Jawa, Indonesia']"
905,"['rama_bb304', 'in', datetime.datetime(2019, 11, 4, 7, 4, 25), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta, Indonesia']"
906,"['zaldiwahyu', 'in', datetime.datetime(2019, 11, 4, 7, 0, 34), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'ÜT: -7.172132,112.606576']"
907,"['riskyardi25', 'in', datetime.datetime(2019, 11, 4, 6, 59), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'South Jakarta']"
908,"['ajoraharjo', 'in', datetime.datetime(2019, 11, 4, 6, 56, 2), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
909,"['_vdy126_', 'in', datetime.datetime(2019, 11, 4, 6, 55, 57), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Narnia']"
910,"['PradityaSIA01', 'in', datetime.datetime(2019, 11, 4, 6, 54, 5), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
911,"['didihardiana', 'in', datetime.datetime(2019, 11, 4, 6, 51, 28), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Jakarta']"
912,"['ayobercandra', 'in', datetime.datetime(2019, 11, 4, 6, 48, 13), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
913,"['zsbilqis', 'in', datetime.datetime(2019, 11, 4, 6, 46, 48), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Surabaya, Indonesia']"
914,"['_prithaKS', 'in', datetime.datetime(2019, 11, 4, 6, 46, 23), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Happy Land']"
915,"['lubisrina_', 'in', datetime.datetime(2019, 11, 4, 6, 45, 38), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', '']"
916,"['mamriyahya_', 'in', datetime.datetime(2019, 11, 4, 6, 43, 43), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
917,"['riztariri', 'in', datetime.datetime(2019, 11, 4, 6, 43, 36), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'Indonesia']"
918,"['Adrian00795482', 'in', datetime.datetime(2019, 11, 4, 6, 43, 19), 181, 'RT @mrtjakarta: Fase 2 MRT Jakarta. Selengkapnya : https://t.co/BOvVtqvSA0\n\n#MRTJakarta\n#UbahJakarta https://t.co/TgA9qr5D2Z', 'DKI Jakarta, Indonesia']"
919,"['netijenuhuy', 'in', datetime.datetime(2019, 11, 4, 6, 41, 55), 0, '@greendulu @mrtjakarta Punten. Itu LRT, Pak.', '']"
920,"['AntanaPradhana', 'in', datetime.datetime(2019, 11, 4, 6, 40, 31), 66, 'RT @mrtjakarta: Kalian pasti sering mendengar kata kereta dan gerbong? tapi kalian tahu kah kalau keduanya mempunyai arti yang berbeda? kir…', '']"
921,"['AntanaPradhana', 'in', datetime.datetime(2019, 11, 4, 6, 40, 17), 14, 'RT @mrtjakarta: MRT Jakarta memiliki 16 rangkaian kereta, setiap harinya 14 rangkaian kereta beroperasi dan 2 rangkaian kereta sebagai cada…', '']"
922,"['AntanaPradhana', 'in', datetime.datetime(2019, 11, 4, 6, 40, 7), 8, 'RT @mrtjakarta: Taman Dukuh Atas merupakan ruang ketiga, ruang di mana masyarakat dapat saling berinteraksi dan tidak hanya itu masyarakat…', '']"
923,"['wahyuutomos', 'in', datetime.datetime(2019, 11, 4, 6, 40, 7), 0, '@mrtjakarta Bukannya sampe ancol ?', '']"
